position,disk_mask,score
4433479991553,4503004775299,-9
4433479991553,13230378320771,0
13228499271937,13230378320771,-10
13228499271937,13298024055683,-10
13228499271937,30821490623363,-5
4569845203201,4639369986947,-6
4569845203201,4913711022979,-2
4569845203201,13434926138243,-2
13228499271937,13434926138243,-4
13228499271937,30889673229187,-4
4432943120641,30821490623363,0
4501125726465,30889673229187,0
22024592294145,30821490623363,-4
22024592294145,30889673229187,2
22024592294145,66005325841283,-3
34359738637,240518169503,1
34359738637,515396076431,-4
34359739653,515396077447,-3
34359755013,515396092807,-3
34361835781,515398173575,0
34628174085,515664511879,-4
309237645573,515396077447,2
309237645573,1065151890311,2
4432406249733,4913442587527,-6
4432406249733,13434657702791,-2
34359741697,240518176643,2
34359741697,515396079491,-6
34359756033,515396093827,-3
34361836801,515398174595,1
34628175105,515664512899,3
309237646593,515396077447,3
309237646593,515396079491,3
309237646593,515396093827,2
309237646593,515398174595,0
309237646593,515664512899,2
309237646593,1065151891331,3
4432406250753,4913442588547,-4
4432406250753,13434657703811,0
34359787777,240518284163,3
34359787777,515396125571,3
309237661953,515396093827,3
309237661953,515396125571,2
309237661953,515398189955,2
309237661953,515664528259,3
309237661953,1065151906691,11
4432406266113,4913442603907,-4
4432406266113,13434657719171,3
34366030081,240532849539,15
34366030081,515402367875,3
309239742721,515398174595,15
309239742721,515398189955,3
309239742721,515402367875,15
309239742721,515666609027,2
309239742721,1065153987459,15
35165044993,242397217667,15
35165044993,516201382787,4
309506081025,515664512899,15
309506081025,515664528259,3
309506081025,515666609027,0
309506081025,516201382787,15
309506081025,1065420325763,15
446676599041,515396079491,-3
446676599041,515396093827,-2
446676599041,515398174595,-3
446676599041,515664512899,2
446676599041,1065151891331,4
446676599041,515396125571,2
446676599041,515398189955,-3
446676599041,515664528259,-3
446676599041,1065151906691,2
446676599041,515402367875,-5
446676599041,515666609027,-4
446676599041,1065153987459,2
446676599041,516201382787,-4
446676599041,1065420325763,2
171798692101,1065151890311,5
171798693121,1065151891331,9
171798708481,1065151906691,9
171800789249,1065153987459,15
172067127553,1065420325763,15
721554505985,1065151891331,4
721554505985,1065151906691,-2
721554505985,1065153987459,-3
721554505985,1065420325763,-4
721554505985,2164663518083,5
4569845203201,5463198401411,5
4569845203201,13709535609731,4
4707284156673,4913442588547,2
4707284156673,4913442603907,2
4707284156673,4913444684675,-4
4707284156673,4913711022979,0
4707284156673,5463198401411,2
4707284156673,13709535609731,2
13228499271937,13709535609731,-5
13228499271937,31026843747203,-4
4432406249733,30889404793735,0
4432406250753,30889404794755,2
4432406266113,30889404810115,3
4569845203201,31026843747203,3
22024592294145,31026843747203,-2
22024592294145,66073776882563,4
4398046517505,4398046519183,-6
4398046517505,4398046535559,-2
4398046517505,4398048616327,-5
4398046517505,4398314954631,-4
4398046517505,4432406257543,-3
4398046517505,13194139541383,-3
13194139535617,13194139557763,0
13194139535617,13194141638531,-3
13194139535617,13194407976835,-3
13194139535617,13228499279747,-2
13194139535617,30786325585795,-2
4398046517505,4398046568323,0
4398046517505,4398048632707,-4
4398046517505,4398314971011,-4
4398046517505,4432406273923,-3
4398046517505,13194139557763,-1
4398046546177,4398046564231,2
4398046546177,4398046568323,2
4398046546177,4398046629763,-3
4398046546177,4398048661379,-3
4398046546177,4398314999683,0
4398046546177,4432406302595,0
4398046546177,13194139586435,2
13194139535617,13194139586435,0
13194139535617,13194141650819,-4
13194139535617,13194407989123,-4
13194139535617,13228499292035,-3
13194139535617,30786325598083,0
4398046517505,4398052810627,-5
4398046517505,4398317051779,-5
4398046517505,4432408354691,-3
4398046517505,13194141638531,-4
4398050707713,4398052806535,-3
4398050707713,4398052810627,4
4398050707713,4398052822915,-3
4398050707713,4398061195139,-3
4398050707713,4398321241987,-1
4398050707713,4432412544899,3
4398050707713,13194145828739,2
13194139535617,13194145828739,-5
13194139535617,13194410069891,-5
13194139535617,13228501372803,-3
13194139535617,30786327678851,-4
4398046517505,4398851825539,-5
4398046517505,4432674692995,-3
4398046517505,13194407976835,-4
4398583384321,4398851821447,-4
4398583384321,4398851825539,3
4398583384321,4398851837827,-4
4398583384321,4398853918595,-4
4398583384321,4399925563267,-2
4398583384321,4433211559811,3
4398583384321,13194944843651,2
13194139535617,13194944843651,-5
13194139535617,13228767711107,-2
13194139535617,30786594017155,-5
4398046517505,4501125734275,-4
4398046517505,13228499279747,-2
4466765990145,4501125730183,-2
4466765990145,4501125734275,3
4466765990145,4501125746563,-2
4466765990145,4501127827331,1
4466765990145,4501394165635,2
4466765990145,4638564683651,-2
4466765990145,13297218752387,2
13194139535617,13297218752387,-2
13194139535617,30820685320067,-2
4398046517505,30786325585795,-3
21990232557825,30786325581703,-2
21990232557825,30786325585795,0
21990232557825,30786325598083,0
21990232557825,30786327678851,-4
21990232557825,30786594017155,-4
21990232557825,65970697670531,0
13194139537665,13194139541383,-2
13194139537665,13194139557763,-2
13194139537665,13194141638531,-3
13194139537665,13194407976835,-3
13194139537665,13228499279747,-2
13194139537665,30786325585795,-2
30786325577985,65970697670531,-5
13194139566337,13194139586435,-4
13194139566337,13194139649923,-4
13194139566337,13194141681539,-4
13194139566337,13194408019843,-4
13194139566337,13228499322755,2
13194139566337,30786325628803,0
30786325577985,65970697684867,-2
13194143727873,13194145828739,-3
13194143727873,13194145843075,-1
13194143727873,13194154215299,-3
13194143727873,13194414262147,-1
13194143727873,13228505565059,3
13194143727873,30786331871107,-3
30786325577985,65970699765635,-5
13194676404481,13194944843651,-3
13194676404481,13194944857987,-2
13194676404481,13194946938755,-3
13194676404481,13196018583427,-2
13194676404481,13229304579971,3
13194676404481,30787130886019,3
30786325577985,65970966103939,-3
13262859010305,13297218752387,-2
13262859010305,13297218766723,-2
13262859010305,13297220847491,5
13262859010305,13297487185795,3
13262859010305,13434657703811,-2
13262859010305,30889404794755,0
30786325577985,66005057406851,-2
13194139533573,65970697668487,-2
13194139535617,65970697670531,-3
13194139549953,65970697684867,-2
13194141630721,65970699765635,3
13194407969025,65970966103939,3
13228499271937,66005057406851,0
48378511622401,65970697670531,-3
48378511622401,65970697684867,0
48378511622401,65970699765635,-3
48378511622401,65970966103939,-3
48378511622401,66005057406851,-1
48378511622401,136339441846147,0
4398046609665,4398046629763,0
4398046609665,4398046758787,0
4398046609665,4398048724867,2
4398046609665,4398315063171,2
4398046609665,4432406366083,2
4398046609665,13194139649923,5
4398046675201,4398046758787,-2
4398046675201,4398047019907,-2
4398046675201,4398048854915,-4
4398046675201,4398315193219,-4
4398046675201,4432406496131,-2
4398046675201,13194139779971,-2
13194139566337,13194139779971,-3
13194139566337,13194141746051,-4
13194139566337,13194408084355,-11
13194139566337,13228499387267,-2
13194139566337,30786325693315,-2
4398046609665,4398048854915,0
4398046609665,4398052918147,0
4398046609665,4432408462211,2
4398046609665,13194141746051,2
4398050738433,4398052853635,0
4398050738433,4398052918147,-2
4398050738433,4398061241219,14
4398050738433,4432412590979,2
4398050738433,13194145874819,2
13194139566337,13194145874819,-11
13194139566337,13228501418883,0
13194139566337,30786327724931,-2
4398046609665,4398315193219,0
4398046609665,4398851933059,0
4398046609665,4432674800515,2
4398046609665,13194408084355,2
4398583415041,4398851868547,2
4398583415041,4398851933059,-13
4398583415041,4399925609347,0
4398583415041,4433211605891,2
4398583415041,13194944889731,2
13194139566337,13194944889731,-4
13194139566337,13228767757187,0
13194139566337,30786594063235,0
4398046609665,4432406496131,3
4398046609665,4501125841795,4
4398046609665,13228499387267,3
4466766020865,4501125777283,2
4466766020865,4501125841795,-2
4466766020865,4501127873411,0
4466766020865,4501394211715,0
4466766020865,4638564729731,2
4466766020865,13297218798467,2
13194139566337,13297218798467,2
13194139566337,30820685366147,0
4398046609665,13194139779971,3
4398046609665,30786325693315,6
21990232588545,30786325628803,2
21990232588545,30786325693315,-3
21990232588545,30786327724931,-4
21990232588545,30786594063235,0
21990232588545,65970697716611,2
13194139599105,13194139649923,2
13194139599105,13194139779971,3
13194139599105,13194141746051,0
13194139599105,13194408084355,2
13194139599105,13228499387267,2
13194139599105,30786325693315,5
30786325577985,65970697716611,-4
13194143727873,13194145874819,-13
13194143727873,13194154230659,-4
13194143727873,13228505580419,4
13194143727873,30786331886467,-1
30786325577985,65970699780995,-6
13194676404481,13194944889731,-12
13194676404481,13196018598787,-2
13194676404481,13229304595331,0
13194676404481,30787130901379,2
30786325577985,65970966119299,-2
13262859010305,13297218798467,2
