position,disk_mask,score
8796361461120,13194946957185,4
8796361461120,13228769824641,13
8796361461120,30786596130689,13
34368130432,34374442881,3
34368130432,34374471553,2
34368130432,34391216001,1
34368130432,34642874241,4
34368130432,103093915521,1
34368130432,4432420949889,2
103079218560,103093915521,0
103079218560,103353962369,3
103079218560,240524480385,-2
103079218560,4501132038017,3
34896612736,35171356545,4
34896612736,36240904065,8
34896612736,103886638977,8
34896612736,4433213673345,8
103079218560,103886638977,4
103079218560,240788721537,-1
103079218560,4501396279169,8
34359745920,240520290177,2
34359774592,240520318849,13
34363936128,240524480385,13
34628177280,240788721537,12
171798695296,240524480385,-5
171798695296,240788721537,3
171798695296,515398193025,4
171798695296,4638566797185,4
103079218560,4638566797185,4
40320,805429121,3
40320,1879105409,2
40320,35165101953,2
40320,4398851874689,2
2104704,811622273,-3
2104704,1881169793,-3
2104704,35167166337,2
2104704,4398853939073,2
1073749376,1879105409,-3
1073749376,1881169793,0
1073749376,4026556289,-1
1073749376,36238811009,0
1073749376,4399925583745,1
34359745920,36238811009,-4
34359745920,103884545921,2
34359745920,4433211580289,2
40320,34628296577,3
40320,103347707777,1
40320,4432674742145,4
2104704,34634489729,3
2104704,103349772161,2
2104704,4432676806529,4
536878464,36238811009,1
536878464,103884545921,2
536878464,4433211580289,3
68719484288,103884545921,0
68719484288,240786628481,-2
68719484288,4501394186113,2
40320,4398315069313,8
40320,13194408025985,6
2104704,4398321262465,3
2104704,13194410090369,4
536878464,4399925583745,1
536878464,13194944864129,6
34359745920,4501394186113,2
34359745920,13228767731585,2
8796093029760,13194944864129,2
8796093029760,13228767731585,2
8796093029760,30786594037633,4
40320,268689281,8
167296,268947329,13
167296,805556097,6
167296,34628423553,6
167296,4398315196289,13
2133376,270782337,14
2133376,274845569,3
2133376,807522177,3
2133376,34630389633,14
2133376,4398317162369,14
536907136,805556097,6
536907136,1879166849,13
536907136,35165163393,8
536907136,4398851936129,13
34359774592,34628423553,6
34359774592,35165163393,3
34359774592,103347769217,6
34359774592,4432674803585,6
101760,805556097,3
101760,1879166849,10
101760,35165163393,4
101760,4398851936129,4
2133376,811650945,3
2133376,1881198465,2
2133376,35167195009,4
2133376,4398853967745,3
1073778048,1879101315,2
1073778048,1879105409,9
1073778048,1879166849,6
1073778048,1881198465,3
1073778048,4026584961,3
1073778048,36238839681,2
1073778048,4399925612417,8
34359774592,36238839681,9
34359774592,103884574593,3
34359774592,4433211608961,3
101760,34628423553,3
101760,103347769217,8
101760,4432674803585,9
2133376,34634518401,5
2133376,103349800833,14
2133376,4432676835201,14
536907136,36238839681,8
536907136,103884574593,7
536907136,4433211608961,8
68719512960,103347769217,3
68719512960,103884574593,2
68719512960,240786657153,0
68719512960,4501394214785,3
101760,4398315196289,4
101760,13194408087425,11
2133376,4398321291137,4
2133376,13194410119041,14
536907136,4399925612417,13
536907136,13194944892801,7
34359774592,4501394214785,5
34359774592,13228767760257,7
8796093058432,13194408087425,6
8796093058432,13194944892801,4
8796093058432,13228767760257,5
8796093058432,30786594066305,6
2104704,283139969,-5
2133376,283168641,-3
10489216,299913089,3
10489216,820006785,3
10489216,34642874241,5
10489216,4398329646977,5
538971520,820006785,-2
538971520,1885360001,3
538971520,35171356545,5
538971520,4398858129281,5
34361838976,34642874241,-5
34361838976,35171356545,-3
34361838976,103353962369,-3
34361838976,4432680996737,0
6294912,820006785,0
6294912,1885360001,0
6294912,35171356545,4
6294912,4398858129281,3
1075842432,1881169793,3
1075842432,1881198465,3
1075842432,1885360001,2
1075842432,4028649345,1
1075842432,36240904065,3
1075842432,4399927676801,3
34361838976,36240904065,-2
34361838976,103886638977,-2
34361838976,4433213673345,2
6294912,34642874241,14
6294912,103353962369,14
6294912,4432680996737,14
538971520,36240904065,8
538971520,103886638977,7
538971520,4433213673345,8
68721577344,103353962369,3
68721577344,103886638977,3
68721577344,240788721537,3
68721577344,4501396279169,4
6294912,4398329646977,14
6294912,13194414280577,14
538971520,4399927676801,8
538971520,13194946957185,7
