position,disk_mask,score
8796101427331,65970712395907,-5
8796361474179,65970972442755,-4
8830452777091,66005063745667,-5
43980465127555,65970704072835,-11
43980465127555,136339448184963,-10
49539,13194146070915,-5
180355,13194146332803,-4
180355,30786332115075,-11
8437891,13194154459267,-5
8437891,13194171105411,-5
8437891,30786340372611,-4
268484739,13194414506115,-5
268484739,13194951245955,-5
268484739,30786600419459,-10
34359787651,13228505809027,-5
34359787651,13297225154691,-5
34359787651,30820691722371,-9
17592186093699,30786332115075,-5
17592186093699,65970704072835,-10
114819,30786332115075,-13
8437891,30786357084291,-13
268484739,30787137224835,-10
34359787651,30889411133571,-9
35184372138115,65970704007555,-3
35184372138115,65970704072835,-4
35184372138115,65970712395907,-12
35184372138115,65970972442755,-12
35184372138115,66005063745667,-12
35184372138115,136339448184963,2
8437891,13194204594307,4
41959555,13194271670403,2
41959555,30786390605955,-13
276840579,13194472996995,-4
276840579,13194976313475,-4
276840579,30786625486979,-4
34368143491,13228564299907,-4
34368143491,13297250222211,-13
34368143491,30820716789891,-12
17592194449539,30786390605955,-6
17592194449539,65970729140355,-12
25182339,30786390605955,-5
276840579,30787145580675,-5
34368143491,30889419489411,-12
35184380493955,65970712363143,-1
35184380493955,65970712363395,-3
35184380493955,65970712395907,-5
35184380493955,65970729140355,-4
35184380493955,65970980798595,-3
35184380493955,66005072101507,-2
35184380493955,136339456540803,3
268484739,13196024922243,2
276840579,13196033278083,-4
1342193795,13198172373123,-5
1342193795,30788210933891,-5
34628190339,13230384627843,-13
17592454496387,30788210933891,-11
17592454496387,65971509280899,-13
805322883,30788210933891,-9
35184640540803,65970972410243,-3
35184640540803,65970972442755,-4
35184640540803,65970980798595,-5
35184640540803,65971509280899,-5
35184640540803,66005332148355,-2
35184640540803,136339716587651,3
34359787651,13434664042627,-4
34368143491,13434672398467,-9
34628190339,13434932445315,-13
171798708355,13709541916803,-7
171798708355,31026850054275,-4
17626545799299,31026850054275,-5
17626545799299,66073783189635,-5
103079231619,31026850054275,-9
35218731843715,66005063713155,-4
35218731843715,66005063745667,-4
35218731843715,66005072101507,-6
35218731843715,66005332148355,-3
35218731843715,66073783189635,-4
35218731843715,136373807890563,-2
52776558149763,65970703975299,-5
52776558149763,65970704007555,-10
52776558149763,65970712363395,-13
52776558149763,65970972410243,-14
52776558149763,66005063713155,-14
52776558149763,136339448152451,-5
52776558149763,65970704072835,-10
52776558149763,65970712395907,-13
52776558149763,65970972442755,-14
52776558149763,66005063745667,-14
52776558149763,136339448184963,-9
52776558149763,136339456540803,-10
52776558149763,136339716587651,-10
52776558149763,136373807890563,-10
17592186093699,136339448184963,-3
17592194449539,136339456540803,-4
17592454496387,136339716587651,-4
17626545799299,136373807890563,-4
87960930238595,136339448152451,-5
87960930238595,136339448184963,-10
87960930238595,136339456540803,-13
87960930238595,136339716587651,-14
87960930238595,136373807890563,-14
87960930238595,277076936507523,-4
8389507,4398111524739,-2
8405379,4398178648451,-2
75497859,4398178632579,-5
75497859,13194271654275,-5
276824451,4398447067523,7
276824451,4398916829571,2
34368127363,4432538370435,-3
34368127363,4501190738307,-5
8796101411203,13194271654275,2
8796101411203,30786390589827,2
8437891,4398111637635,-4
8437891,4398178680963,4
75513987,4398178680963,-7
75513987,13194271670403,-6
276840579,4398447083651,-2
276840579,4398916845699,-4
34368143491,4432538386563,-4
34368143491,4501190754435,-10
8796101427331,13194271670403,2
8796101427331,30786390605955,-4
310378627,4398983938179,-5
310378627,13194540089475,3
34401681539,4501257846915,-5
34401681539,13228631392387,3
8796134965379,30786457698435,-3
109052035,30786457698435,-13
310378627,13195009851523,-3
310378627,30786659025027,-3
34401681539,13297283760259,-13
34401681539,30820750327939,-12
17592227987587,30786390589575,-6
17592227987587,30786390589827,-6
17592227987587,30786390605955,-5
17592227987587,30786457698435,-6
17592227987587,30786659025027,-14
17592227987587,30820750327939,-14
17592227987587,65970762678403,-12
343933059,4398983938179,-6
343933059,13194540089475,-4
813695107,4398983938179,3
813695107,4399990571139,-4
813695107,13195009851523,2
34636562563,4432806805635,-4
34636562563,4433276567683,-5
34636562563,4501459173507,-5
34636562563,13228832718979,-7
8796369846403,13194540089475,1
8796369846403,13195009851523,-3
8796369846403,30786659025027,1
276824451,4399957016963,10
276840579,4399957033091,-5
310378627,4399990571139,-5
1350566019,4399990571139,-3
1350566019,4402104500355,-4
1350566019,13196050038915,-5
34636562563,4434316755075,-6
34636562563,13229336035459,-5
8796369846403,13196050038915,-6
8796369846403,30787162341507,-4
813695107,13196050038915,3
813695107,30787162341507,2
34636562563,30820985208963,-14
17592462868611,30786659025027,-4
17592462868611,30787162341507,-6
17592462868611,65970997559427,3
34435235971,4501257846915,-5
34435235971,13228631392387,-4
103087603843,4501257846915,2
103087603843,4638629691523,-4
103087603843,13297283760259,2
8830461149315,13228631392387,-4
8830461149315,13297283760259,-4
8830461149315,30820750327939,-4
34368127363,4638596137347,-5
34368143491,4638596153475,-10
34401681539,4638629691523,-5
34636562563,4638864572547,-5
171807080579,4638629691523,-4
171807080579,4913474044035,-4
171807080579,13434689159299,-13
8830461149315,13434689159299,-5
8830461149315,30889436250243,-4
103087603843,13434689159299,-4
103087603843,30889436250243,-3
17626554171523,30820750327939,-4
17626554171523,30889436250243,-13
17626554171523,66005088862339,-3
8796168519811,13194271654023,-4
8796168519811,13194271654275,-3
8796168519811,13194271670403,2
8796168519811,13194540089475,-3
8796168519811,13228631392387,-3
8796168519811,30786457698435,-4
26388287455363,30786457698435,-3
