position,disk_mask,score
41607495681,4509447274499,-3
174751481857,244544815107,0
174751481857,244546846723,-2
174751481857,248839716867,0
174751481857,519422656515,0
174751481857,4642591260675,-3
41607495681,4449317732355,-3
41607495681,13236820819971,-3
106032005121,4642591260675,-3
106032005121,13301245329411,-3
8833405550593,13232525918211,2
8833405550593,13232527949827,0
8833405550593,13236820819971,-3
8833405550593,13301245329411,-3
8833405550593,30824711897091,-2
108179488769,111400828931,4
108179488769,111402860547,-5
108179488769,119990697987,7
108179488769,248839716867,-2
108179488769,4509447274499,-3
241323474945,519422656515,-8
103884587009,517275238403,0
106032005121,519422656515,0
378762428417,519422656515,-2
378762428417,1067030986755,-1
378762428417,4915321683971,0
241323474945,4915321683971,-3
8899977543681,13301245329411,-3
8899977543681,13436536799235,-3
8899977543681,30891283890179,13
4437506523137,4440729894915,-5
35165241345,241323982851,5
35165241345,516201627651,2
310043017217,516201496583,5
310043017217,516201496707,9
310043017217,516201627651,-2
310043017217,516203593731,5
310043017217,517275238403,3
310043017217,1065957310467,5
310043017217,4914248007683,5
311116693505,519422656515,1
447481905153,516203593731,2
447481905153,517275238403,4
447481905153,1065957310467,2
447481905153,4914248007683,2
447481905153,516207722499,13
447481905153,517277270019,1
447481905153,1065959342083,3
447481905153,4914250039299,3
447481905153,519422656515,2
447481905153,1067030986755,0
447481905153,4915321683971,-3
172604063745,1065957310467,5
722359812097,1065957310467,-1
722359812097,1065959342083,3
722359812097,1067030986755,-2
722359812097,2165468872707,5
722359812097,5464003756035,4
447481905153,5464003756035,7
447481905153,13710340964355,10
8968697020417,13435463122947,2
8968697020417,13435465154563,3
8968697020417,13436536799235,-3
8968697020417,13710340964355,4
8968697020417,31027649101827,3
4708089462785,4914250039299,-3
103884587009,4914248007683,3
378762428417,5464003756035,-3
378762428417,13710340964355,-3
8899977543681,13710340964355,-3
8899977543681,31027649101827,-3
241323474945,13710340964355,4
17696070565889,30890210213891,2
17696070565889,30890212245507,3
17696070565889,30891283890179,-3
17696070565889,31027649101827,-3
17696070565889,66074582237187,3
26423444111361,30821492834307,2
26423444111361,30822564478979,2
26423444111361,30890210213891,2
26423444111361,66005862825987,3
