position,disk_mask,score
69256347778,103884522371,0
69256347778,104958263683,-2
69256347778,241323475331,2
69256347778,4501931032963,3
4398583382146,4501931032963,0
4398583382146,13229304578435,3
1610612866,4402073043331,3
1610612866,13196018581891,4
34896609410,4501931032963,3
34896609410,13229304578435,4
34359739522,34628177795,2
34359739522,35165046659,-3
34359739522,103347652483,-3
34359739522,4432674686851,3
103079215234,103347652483,1
103079215234,103884522371,-2
103079215234,240786604931,3
103079215234,4501394162563,3
4432406249602,4432674686851,-3
4432406249602,4433211556739,-3
4432406249602,4501394162563,-3
4432406249602,13228767708035,-2
35433480322,36238787459,2
35433480322,38386270595,0
35433480322,104958263683,2
35433480322,4434285298051,2
103079215234,104958263683,-6
103079215234,241323475331,2
103079215234,4501931032963,0
4432406249602,4434285298051,-4
4432406249602,4501931032963,0
4432406249602,13229304578435,2
34359738502,240786604423,-3
34359739010,240786604931,-2
34359754882,240786620803,-3
34361835650,240788701571,-2
34896609410,241323475331,1
171798691970,240786604931,-2
171798691970,241323475331,2
171798691970,515664511363,-1
171798691970,4638833115523,2
4432406249602,4638833115523,-3
4432406249602,13297487184259,-1
103079215234,4638833115523,3
103079215234,13297487184259,3
4398046512258,4398314950531,-1
4398046512258,4398851819395,-4
4398046512258,4432674686851,-1
4398046512258,13194407970691,-2
13194139533442,13194407970691,-6
13194139533442,13194944840579,-6
13194139533442,13228767708035,-3
13194139533442,30786594014083,-3
4399120253058,4399925560195,2
4399120253058,4402073043331,0
4399120253058,4434285298051,2
4399120253058,13196018581891,3
13194139533442,13196018581891,-5
13194139533442,13229304578435,-9
13194139533442,30787130884483,-4
4466765987970,4501394162563,0
4466765987970,4501931032963,-4
4466765987970,4638833115523,2
4466765987970,13297487184259,0
13194139533442,13297487184259,0
13194139533442,30820953751939,-2
4398046511238,30786594013575,0
4398046511746,30786594014083,2
4398046527618,30786594029955,2
4398048608386,30786596110723,-1
4398583382146,30787130884483,3
4432406249602,30820953751939,-1
21990232555650,30786594014083,0
21990232555650,30787130884483,-4
21990232555650,30820953751939,1
21990232555650,65970966102403,0
390,805308295,-4
1410,805310339,3
1410,1879050115,-4
1410,35165046659,1
1410,4398851819395,2
16770,805324675,3
16770,805356419,-5
16770,1879065475,-5
16770,35165062019,0
16770,4398851834755,0
2097538,807405443,3
2097538,811598723,-5
2097538,1881146243,3
2097538,35167142787,4
2097538,4398853915523,3
1073742210,1879050115,3
1073742210,4026532739,3
1073742210,36238787459,2
1073742210,4399925560195,3
34359738754,35165046659,3
34359738754,36238787459,-2
34359738754,103884522371,3
34359738754,4433211556739,3
4398046511490,4398851819395,0
4398046511490,4399925560195,-3
4398046511490,4433211556739,-4
4398046511490,13194944840579,1
898,1879050115,-5
16770,1879097731,-5
16770,36238803331,-4
16770,4399925576067,-4
2097538,1885340035,-9
2097538,36240884099,-5
2097538,4399927656835,3
2147484034,4026532231,3
2147484034,4026532739,3
2147484034,4026548611,15
2147484034,4028629379,-2
2147484034,8321499523,3
2147484034,38386270595,-4
2147484034,4402073043331,3
34359738754,104958263683,-8
34359738754,4434285298051,-2
4398046511490,4434285298051,-10
4398046511490,13196018581891,-4
898,35165046659,-10
16770,35165094275,-4
16770,103884538243,-10
16770,4433211572611,-10
2097538,35171336579,2
2097538,103886619011,2
2097538,4433213653379,3
1073742210,38386270595,1
1073742210,104958263683,2
1073742210,4434285298051,0
68719477122,103884522371,2
68719477122,104958263683,-15
68719477122,241323475331,-2
68719477122,4501931032963,3
4398046511490,4501931032963,-10
4398046511490,13229304578435,2
898,4398851819395,-2
16770,4398851867011,-4
16770,13194944856451,-2
2097538,4398858109315,2
2097538,13194946937219,2
1073742210,4402073043331,4
1073742210,13196018581891,4
34359738754,4501931032963,4
34359738754,13229304578435,4
16770,805421443,-4
82050,805552259,-4
82050,1879163011,-11
82050,35165159555,-12
82050,4398851932291,-2
2113666,807518339,-5
2113666,811647107,-13
2113666,1881194627,-12
2113666,35167191171,-4
2113666,4398853963907,-2
1073758338,1879163011,-4
1073758338,4026581123,-2
1073758338,36238835843,-5
1073758338,4399925608579,-4
34359754882,35165159555,-4
34359754882,36238835843,-4
34359754882,103884570755,-4
34359754882,4433211605123,-4
4398046527618,4398851932291,-4
4398046527618,4399925608579,-5
4398046527618,4433211605123,-4
4398046527618,13194944888963,-3
49282,1879163011,-4
49282,36238835843,-3
49282,4399925608579,-2
2113666,1885356163,-12
2113666,36240900227,-12
2113666,4399927672963,-3
2147500162,4026548359,-1
2147500162,4026548611,-4
2147500162,4026581123,-4
2147500162,4028645507,-3
2147500162,8321515651,-1
2147500162,38386286723,-3
2147500162,4402073059459,-2
34359754882,104958279811,-4
34359754882,4434285314179,-4
4398046527618,4434285314179,-4
4398046527618,13196018598019,-4
49282,35165159555,0
49282,103884570755,-4
49282,4433211605123,-2
2113666,35171352707,-12
2113666,103886635139,-4
2113666,4433213669507,-2
1073758338,38386286723,1
1073758338,104958279811,-5
1073758338,4434285314179,-3
68719493250,103884570755,-6
68719493250,104958279811,-6
68719493250,241323491459,-2
68719493250,4501931049091,-10
4398046527618,4501931049091,-4
4398046527618,13229304594563,2
49282,4398851932291,0
49282,13194944888963,-2
2113666,4398858125443,2
2113666,13194946953347,-1
1073758338,4402073059459,0
1073758338,13196018598019,2
34359754882,4501931049091,1
34359754882,13229304594563,2
2097538,819986819,-9
2113666,820002947,-13
10485890,836763779,-4
10485890,1893728387,3
10485890,35179724931,4
10485890,4398866497667,4
1075839106,1893728387,0
1075839106,4032823427,-1
1075839106,36245078147,4
1075839106,4399931850883,0
34361835650,35179724931,-12
34361835650,36245078147,-12
34361835650,103890813059,-4
34361835650,4433217847427,-4
4398048608386,4398866497667,-10
4398048608386,4399931850883,-10
4398048608386,4433217847427,-1
4398048608386,13194951131267,0
6291586,1893728387,-4
6291586,36245078147,3
6291586,4399931850883,-2
2149580930,4028629127,3
2149580930,4028629379,-3
2149580930,4028645507,-1
2149580930,4032823427,3
2149580930,8323596419,3
2149580930,38388367491,3
2149580930,4402075140227,3
34361835650,104960360579,-11
34361835650,4434287394947,-5
4398048608386,4434287394947,-4
4398048608386,13196020678787,-4
6291586,35179724931,3
6291586,103890813059,12
6291586,4433217847427,10
1075839106,38388367491,5
1075839106,104960360579,5
1075839106,4434287394947,5
68721574018,103890813059,2
68721574018,104960360579,-4
68721574018,241325572227,4
68721574018,4501933129859,3
4398048608386,4501933129859,-4
4398048608386,13229306675331,2
6291586,4398866497667,2
6291586,13194951131267,6
1075839106,4402075140227,4
1075839106,13196020678787,4
34361835650,4501933129859,-1
34361835650,13229306675331,-1
3221225602,4026531983,4
3221225602,4026532231,2
3221225602,4026548359,2
3221225602,4028629127,3
3221225602,8321499271,3
3221225602,38386270343,4
3221225602,4402073043079,4
3221225602,4026532739,2
3221225602,4026548611,2
3221225602,4028629379,2
3221225602,8321499523,4
3221225602,38386270595,2
3221225602,4402073043331,4
3221225602,4026581123,-2
3221225602,4028645507,1
3221225602,8321515651,4
3221225602,38386286723,2
3221225602,4402073059459,4
3221225602,4032823427,-2
3221225602,8323596419,4
3221225602,4402075140227,4
1073742210,8321499523,4
1073758338,8321515651,2
1075839106,8323596419,5
5368709250,8321499271,1
5368709250,8321499523,1
5368709250,8321515651,1
5368709250,8323596419,1
5368709250,16911433859,1
5368709250,42681237635,1
5368709250,4406368010371,1
35433480322,42681237635,3
35433480322,107105747075,3
35433480322,4436432781443,3
4399120253058,4406368010371,3
4399120253058,4436432781443,1
4399120253058,13198166065283,2
3221225602,42681237635,4
3221225602,107105747075,4
3221225602,4436432781443,4
69793218690,104958263431,4
69793218690,104958263683,2
69793218690,104958279811,2
69793218690,107105747075,2
69793218690,242397216899,4
69793218690,4503004774531,2
4399120253058,4503004774531,-4
4399120253058,13230378320003,2
3221225602,4406368010371,4
3221225602,13198166065283,4
35433480322,4503004774531,3
35433480322,13230378320003,3
36507222146,38386270343,-1
36507222146,38386270595,-3
36507222146,38386286723,1
36507222146,38388367491,-2
36507222146,42681237635,-2
36507222146,107105747075,2
36507222146,4436432781443,-2
103079215234,242397216899,-6
103079215234,4503004774531,-3
4432406249602,4503004774531,-11
4432406249602,13230378320003,-4
34359738754,241323475331,3
34359754882,241323491459,-3
34361835650,241325572227,1
35433480322,242397216899,3
171798691970,242397216899,2
171798691970,516201382019,3
171798691970,4639369986179,3
4432406249602,4639369986179,0
4432406249602,13298024054915,2
103079215234,4639369986179,2
103079215234,13298024054915,3
4400193994882,4402073043079,3
4400193994882,4402073043331,-4
4400193994882,4402073059459,-3
4400193994882,4402075140227,-2
4400193994882,4406368010371,-3
4400193994882,4436432781443,-4
4400193994882,13198166065283,-4
13194139533442,13230378320003,-10
13194139533442,30788204626051,-4
4466765987970,4503004774531,-6
4466765987970,4639369986179,0
4466765987970,13298024054915,2
13194139533442,13298024054915,-4
13194139533442,30821490622595,-4
4398046511490,30787130884483,1
4398046527618,30787130900611,-2
4398048608386,30787132981379,3
4399120253058,30788204626051,3
4432406249602,30821490622595,0
21990232555650,30788204626051,-4
21990232555650,30821490622595,-5
21990232555650,65971502973059,-2
390,34628175751,-3
1410,34628177795,0
1410,103347652483,-1
1410,4432674686851,1
16770,34628192131,-3
16770,34628223875,-3
16770,103347667843,-2
16770,4432674702211,-3
2097538,34630272899,5
2097538,34634466179,-2
2097538,103349748611,4
2097538,4432676782979,5
536871298,35165046659,-3
536871298,36238787459,-3
536871298,103884522371,-3
536871298,4433211556739,-1
68719477122,103347652483,-2
68719477122,240786604931,-2
68719477122,4501394162563,-1
4398046511490,4432674686851,-3
4398046511490,4501394162563,-4
4398046511490,13228767708035,-2
898,103347652483,-5
16770,103347700099,-4
16770,240786620803,-10
16770,4501394178435,-4
2097538,103353942403,-4
2097538,240788701571,-2
2097538,4501396259203,3
536871298,104958263683,-3
536871298,241323475331,-15
536871298,4501931032963,-4
137438953858,240786604931,-3
137438953858,241323475331,-10
137438953858,515664511363,-4
137438953858,4638833115523,-4
4398046511490,4638833115523,-10
4398046511490,13297487184259,-2
898,4432674686851,-3
16770,4432674734467,-3
16770,13228767723907,0
2097538,4432680976771,1
2097538,13228769804675,5
536871298,4434285298051,-4
536871298,13229304578435,4
68719477122,4638833115523,0
68719477122,13297487184259,2
16770,34628288899,-4
82050,34628419715,-2
82050,103347765379,-2
82050,4432674799747,-2
2113666,34630385795,-3
2113666,34634514563,-3
2113666,103349796995,-3
2113666,4432676831363,-1
536887426,35165159555,-3
536887426,36238835843,-2
536887426,103884570755,-2
536887426,4433211605123,-1
68719493250,103347765379,-4
68719493250,240786653315,-2
68719493250,4501394210947,-3
4398046527618,4432674799747,-4
4398046527618,4501394210947,-2
4398046527618,13228767756419,-2
49282,103347765379,-3
49282,240786653315,-3
49282,4501394210947,-3
2113666,103353958531,-4
2113666,240788717699,-4
2113666,4501396275331,-2
536887426,104958279811,-2
536887426,241323491459,-3
536887426,4501931049091,-3
137438969986,240786620803,0
137438969986,240786653315,-3
137438969986,241323491459,-5
137438969986,515664527491,-1
137438969986,4638833131651,-3
4398046527618,4638833131651,-2
4398046527618,13297487200387,2
49282,4432674799747,-5
49282,13228767756419,0
2113666,4432680992899,-3
2113666,13228769820803,3
536887426,4434285314179,-3
536887426,13229304594563,1
68719493250,4638833131651,-1
68719493250,13297487200387,-1
2097538,34642854275,-4
2113666,34642870403,-5
10485890,34659631235,0
10485890,103362330755,4
10485890,4432689365123,4
538968194,35179724931,-2
538968194,36245078147,-2
538968194,103890813059,0
538968194,4433217847427,0
68721574018,103362330755,-4
68721574018,240792895619,-2
68721574018,4501400453251,2
4398048608386,4432689365123,-4
4398048608386,4501400453251,-2
4398048608386,13228773998723,0
6291586,103362330755,3
6291586,240792895619,3
6291586,4501400453251,4
538968194,104960360579,-3
538968194,241325572227,-2
538968194,4501933129859,4
137441050754,240788701571,4
137441050754,240792895619,-3
137441050754,241325572227,4
137441050754,515666608259,3
137441050754,4638835212419,4
4398048608386,4638835212419,-4
4398048608386,13297489281155,1
6291586,4432689365123,4
6291586,13228773998723,6
538968194,4434287394947,3
538968194,13229306675331,5
68721574018,4638835212419,3
68721574018,13297489281155,4
536871298,38386270595,-4
536887426,38386286723,-2
538968194,38388367491,-1
2684354690,42681237635,0
2684354690,107105747075,-2
2684354690,4436432781443,-3
69256347778,107105747075,-4
69256347778,242397216899,-2
69256347778,4503004774531,-2
4398583382146,4436432781443,-2
4398583382146,4503004774531,-2
4398583382146,13230378320003,0
1610612866,107105747075,0
1610612866,242397216899,-15
1610612866,4503004774531,4
137975824514,241323475079,4
137975824514,241323475331,3
137975824514,241323491459,3
137975824514,242397216899,-2
137975824514,516201382019,1
137975824514,4639369986179,4
4398583382146,4639369986179,-2
4398583382146,13298024054915,1
1610612866,4436432781443,0
1610612866,13230378320003,5
69256347778,4639369986179,-1
69256347778,13298024054915,2
206158430338,240786604931,-9
206158430338,241323475331,-9
206158430338,515664511363,-4
206158430338,4638833115523,4
206158430338,242397216899,-15
206158430338,516201382019,-9
206158430338,4639369986179,3
68719477122,515664511363,-2
68719493250,515664527491,-2
68721574018,515666608259,3
69256347778,516201382019,0
343597383810,515664511363,-2
343597383810,516201382019,-3
343597383810,1065420324995,0
343597383810,4913711022211,2
4466765987970,4913711022211,0
4466765987970,13434926137475,-2
206158430338,4913711022211,-2
206158430338,13434926137475,4
4535485464706,4638833115523,0
4535485464706,4639369986179,-5
4535485464706,4913711022211,-1
4535485464706,13434926137475,2
13194139533442,13434926137475,-4
13194139533442,30889673228419,-2
4398046511490,30820953751939,0
4398046527618,30820953768067,2
4398048608386,30820955848835,2
4398583382146,30821490622595,2
4466765987970,30889673228419,-1
21990232555650,30889673228419,-2
21990232555650,66005325840515,2
390,4398314948487,3
1410,4398314950531,3
1410,13194407970691,3
16770,4398314964867,-3
16770,4398314996611,-2
16770,13194407986051,-1
2097538,4398317045635,4
2097538,4398321238915,-3
2097538,13194410066819,5
536871298,4398851819395,3
536871298,4399925560195,3
536871298,13194944840579,3
34359738754,4432674686851,3
34359738754,4501394162563,3
34359738754,13228767708035,3
898,13194407970691,3
16770,13194408018307,-1
16770,30786594029955,-2
2097538,13194414260611,4
2097538,30786596110723,0
536871298,13196018581891,0
536871298,30787130884483,3
34359738754,13297487184259,3
34359738754,30820953751939,3
17592186044802,30786594014083,3
17592186044802,30787130884483,2
17592186044802,30820953751939,0
17592186044802,65970966102403,3
16770,4398315061635,-4
82050,4398315192451,-2
82050,13194408083587,0
2113666,4398317158531,-3
2113666,4398321287299,0
2113666,13194410115203,-2
536887426,4398851932291,-3
536887426,4399925608579,-2
536887426,13194944888963,0
34359754882,4432674799747,-3
34359754882,4501394210947,-2
34359754882,13228767756419,-1
49282,13194408083587,0
49282,30786594062467,-2
2113666,13194414276739,2
2113666,30786596126851,-1
536887426,13196018598019,-1
536887426,30787130900611,0
34359754882,13297487200387,2
34359754882,30820953768067,0
17592186060930,30786594029955,-2
17592186060930,30786594062467,-1
17592186060930,30787130900611,-3
17592186060930,30820953768067,-3
17592186060930,65970966118531,1
2097538,4398329627011,-3
2113666,4398329643139,-5
10485890,4398346403971,2
10485890,13194422648963,4
538968194,4398866497667,-2
538968194,4399931850883,2
538968194,13194951131267,4
34361835650,4432689365123,-4
34361835650,4501400453251,-4
34361835650,13228773998723,-4
6291586,13194422648963,2
6291586,30786600304771,3
538968194,13196020678787,3
538968194,30787132981379,3
34361835650,13297489281155,-2
34361835650,30820955848835,-2
17592188141698,30786596110723,3
17592188141698,30786600304771,2
17592188141698,30787132981379,3
17592188141698,30820955848835,4
17592188141698,65970968199299,3
536871298,4402073043331,-2
536887426,4402073059459,-2
538968194,4402075140227,2
2684354690,4406368010371,3
2684354690,13198166065283,3
34896609410,4436432781443,3
34896609410,4503004774531,0
34896609410,13230378320003,-2
1610612866,13198166065283,4
1610612866,30788204626051,3
34896609410,13298024054915,4
34896609410,30821490622595,3
17592722915458,30787130884231,4
17592722915458,30787130884483,3
17592722915458,30787130900611,4
17592722915458,30787132981379,0
17592722915458,30788204626051,-2
17592722915458,30821490622595,3
17592722915458,65971502973059,3
34359738754,4638833115523,3
34359754882,4638833131651,0
34361835650,4638835212419,-3
34896609410,4639369986179,2
171798691970,4913711022211,3
171798691970,13434926137475,3
103079215234,13434926137475,-2
103079215234,30889673228419,-2
17626545782914,30820953751939,2
17626545782914,30821490622595,1
17626545782914,30889673228419,3
17626545782914,66005325840515,3
16398,268550175,-3
16518,268681351,-4
147462,268681231,-3
147462,268943367,-2
