position,disk_mask,score
268439040,270557056,0
268469760,270649216,2
268469760,274777984,0
268469760,807454592,2
268469760,34630322048,2
268469760,4398317094784,3
272631296,274747264,5
272631296,283133824,3
272631296,811616128,4
272631296,34634483584,4
272631296,4398321256320,4
805307904,811616128,-4
805307904,1881163648,0
34628175360,34634483584,-15
34628175360,35167160192,-7
34628175360,103349766016,-4
4398314948096,4398321256320,-15
4398314948096,4398853932928,-8
4398314948096,13194410084224,-2
268439040,805330816,3
268469760,805422976,0
268469760,1879099264,10
268469760,35165095808,10
268469760,4398851868544,10
1342178816,1879068544,3
1342178816,1879099264,-12
1342178816,1881163648,1
1342178816,4026550144,2
1342178816,36238804864,2
1342178816,4399925577600,2
34628175360,36238804864,2
34628175360,103884539776,2
4398314948096,4399925577600,-2
4398314948096,13194944857984,5
268439040,34628198272,3
268469760,34628290432,2
268469760,103347701632,11
268469760,4432674736000,11
268439040,4398314971008,4
268469760,4398315063168,3
268469760,13194408019840,11
268534272,268554112,3
268534272,268683136,3
268534272,270649216,-1
268534272,805422976,2
268469760,268683136,2
268599808,268682113,4
268599808,268683136,4
268599808,268944256,4
268599808,270779264,2
268599808,805553024,2
268599808,34628420480,2
268599808,4398315193216,4
805339648,805553024,4
805339648,807519104,2
805339648,1879163776,3
34628207104,34628420480,-2
34628207104,34630386560,-2
34628207104,35165160320,-1
34628207104,103347766144,2
4398314979840,4398315193216,-1
4398314979840,4398317159296,-3
4398314979840,4398851933056,-3
4398314979840,13194408084352,4
268534272,270779264,3
268534272,274842496,-3
268534272,807519104,-1
272663040,274777984,3
272663040,274842496,-1
272663040,283165568,0
272663040,811647872,0
272663040,34634515328,2
272663040,4398321288064,3
805339648,811647872,-2
805339648,1881195392,0
34628207104,34634515328,-3
34628207104,35167191936,-2
34628207104,103349797760,-1
4398314979840,4398321288064,-3
4398314979840,4398853964672,-2
4398314979840,13194410115968,2
268534272,805553024,11
268534272,1879163776,10
1342210560,1879098241,4
1342210560,1879099264,4
1342210560,1879163776,2
1342210560,1881195392,2
1342210560,4026581888,3
1342210560,36238836608,3
1342210560,4399925609344,3
34628207104,36238836608,-2
34628207104,103884571520,2
4398314979840,4399925609344,-1
4398314979840,13194944889728,2
805372416,805421953,2
805372416,805422976,3
805372416,805553024,14
805372416,807519104,-3
805372416,1879163776,3
805372416,35165160320,14
805372416,4398851933056,14
1879048704,4026581888,-11
35165045248,35165160320,-3
35165045248,35167191936,-7
35165045248,36238836608,-3
35165045248,103884571520,2
4398851817984,4398851933056,-3
4398851817984,4398853964672,-4
4398851817984,4399925609344,-3
4398851817984,13194944889728,2
809501184,811647872,-2
809501184,820003712,3
809501184,1885356928,4
1879048704,4028646272,-2
35165045248,35171353472,-9
35165045248,36240900992,-3
35165045248,103886635904,-3
4398851817984,4398858126208,-4
4398851817984,4399927673728,-3
4398851817984,13194946954112,0
805307904,4026550144,3
805339648,4026581888,3
2952790528,4026581888,-2
2952790528,4028646272,0
2952790528,8321516416,3
35165045248,38386287488,-3
35165045248,104958280576,-2
4398851817984,4402073060224,-4
4398851817984,13196018598784,4
34628239872,34628289409,13
34628239872,34628290432,0
34628239872,34628420480,6
34628239872,34630386560,-15
34628239872,35165160320,-3
34628239872,103347766144,13
34628239872,4432674800512,-1
103347651072,103347766144,-14
103347651072,103349797760,-15
103347651072,103884571520,-1
103347651072,240786654080,-4
4432674685440,4432676832128,-15
34632368640,34634515328,-1
34632368640,34642871168,-2
34632368640,35171353472,-2
34632368640,103353959296,0
103347651072,103353959296,-15
103347651072,103886635904,-8
103347651072,240788718464,-12
4432674685440,4432680993664,-15
4432674685440,4433213670272,-11
4432674685440,4501396276096,-11
4432674685440,13228769821568,-10
35701916160,36238836608,-14
35701916160,36240900992,0
35701916160,38386287488,1
35701916160,104958280576,2
103347651072,104958280576,-3
103347651072,241323492224,-2
34628175360,240786622336,1
34628207104,240786654080,2
35165045248,241323492224,2
172067127808,240786654080,2
172067127808,240788718464,-4
172067127808,241323492224,2
172067127808,515664528256,2
4398315012608,4398315062145,12
4398315012608,4398315063168,2
4398315012608,4398315193216,6
4398315012608,4398317159296,-15
4398315012608,4398851933056,-3
4398315012608,4432674800512,0
4398315012608,13194408084352,11
13194407969280,13194408084352,-14
13194407969280,13194410115968,-15
13194407969280,13194944889728,-6
13194407969280,30786594063232,-2
4398319141376,4398321288064,0
4398319141376,4398329643904,0
4398319141376,4398858126208,0
4398319141376,13194414277504,3
13194407969280,13194414277504,-15
13194407969280,13194946954112,-7
13194407969280,30786596127616,-3
4399388688896,4399925609344,-14
4399388688896,4399927673728,-1
4399388688896,4402073060224,2
4399388688896,13196018598784,4
13194407969280,13196018598784,-4
13194407969280,30787130901376,-2
4398314948096,30786594031488,5
4398314979840,30786594063232,9
4398851817984,30787130901376,6
21990500991488,30786594063232,2
21990500991488,30786596127616,-4
21990500991488,30787130901376,-2
21990500991488,65970966119296,4
268441088,274734976,-4
268441088,807411584,3
268441088,34630279040,4
268441088,4398317051776,3
272631296,274734976,7
272631296,283119488,6
272631296,811601792,4
272631296,34634469248,5
272631296,4398321241984,7
805307904,807411584,7
805307904,811601792,-1
805307904,1881149312,3
34628175360,34630279040,4
34628175360,34634469248,-5
34628175360,35167145856,2
34628175360,103349751680,-2
4398314948096,4398317051776,5
4398314948096,4398321241984,-5
4398314948096,4398853918592,3
4398314948096,13194410069888,4
268439040,274734976,-4
276825600,283117441,-15
276825600,283119488,-3
276825600,283133824,-15
276825600,299894656,-4
276825600,819988352,1
276825600,34642855808,2
276825600,4398329628544,2
805307904,819988352,-4
805307904,1885341568,-4
34628175360,34642855808,-14
34628175360,35171338112,-9
34628175360,103353943936,-6
4398314948096,4398329628544,-14
4398314948096,4398858110848,-8
4398314948096,13194414262144,-5
268439040,807411584,4
272631296,819988352,4
272631296,1885341568,4
272631296,35171338112,4
272631296,4398858110848,4
1342178816,1881149312,2
1342178816,1885341568,2
1342178816,4028630912,2
1342178816,36240885632,2
1342178816,4399927658368,2
34628175360,36240885632,-7
34628175360,103886620544,2
4398314948096,4399927658368,-5
4398314948096,13194946938752,4
268439040,34630279040,4
272631296,34642855808,4
272631296,103353943936,4
272631296,4432680978304,6
268439040,4398317051776,4
272631296,4398329628544,4
272631296,13194414262144,5
281018880,283119488,5
281018880,283133824,5
281018880,299894656,5
281018880,819988352,6
281018880,283165568,6
281018880,299910016,5
281018880,820003712,5
272631296,299894656,-2
289407488,299893633,3
289407488,299894656,3
289407488,299910016,3
289407488,333448064,6
289407488,836764544,4
289407488,34659632000,4
289407488,4398346404736,4
